slug,outcome_truth,pnl,cost,cash_in,rebates,fees,leftover_redeemed,n_merges,pairs_merged,n_maker_bid_up,n_maker_bid_dn,n_maker_ask_up,n_maker_ask_dn,n_pat_up,n_pat_dn,strategy
sol-updown-5m-1777000800,Down,8.610701680280172,11.000800001752367,20.0,0.0,0.38849831796746004,0.0,2,20.0,0,0,0,0,2,2,PAT+ACC-M
sol-updown-5m-1777001400,Down,13.813328373309876,15.660000026691705,30.0,0.0,0.5266715999984198,0.0,2,30.0,0,0,0,0,2,2,PAT+ACC-M
sol-updown-5m-1777003200,Down,25.12186114086624,34.148800395381414,60.400001525878906,0.0,1.1293399896312502,0.0,5,60.400001525878906,0,0,0,0,5,5,PAT+ACC-M
sol-updown-5m-1777005300,Down,121.81950888588567,57.30440005009472,181.94000053405762,0.0,2.8160915980772256,0.0,10,181.94000053405762,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777006800,Down,13.830209822014869,20.400000177323818,35.0,0.0,0.7697900006613132,0.0,3,35.0,0,0,0,0,3,3,PAT+ACC-M
sol-updown-5m-1777008000,Down,75.21100210476386,63.10450033645332,140.8600001335144,0.0,2.544497692297214,0.0,10,140.8600001335144,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777010400,Down,32.1390716330738,105.63530118798167,139.8100004196167,0.0,2.035627598561236,0.0,10,139.8100004196167,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777012200,Down,55.53716314098702,95.50409996491075,153.4800000190735,0.0,2.438736913175714,0.0,10,153.4800000190735,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777014600,Down,126.52265639264779,59.55799888641387,189.04999923706055,0.0,2.969343957998872,0.0,10,189.04999923706055,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777015200,Down,35.840228622974685,53.92069929901808,91.43000030517578,0.0,1.6690723831830112,0.0,7,91.43000030517578,0,0,0,0,7,7,PAT+ACC-M
sol-updown-5m-1777017600,Down,45.149862731773155,83.22909963924587,130.6200008392334,0.0,2.241038468214367,0.0,10,130.6200008392334,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777021500,Down,4.346983988037957,10.430000216001645,15.0,0.0,0.22301579596039867,0.0,2,15.0,0,0,0,0,2,2,PAT+ACC-M
sol-updown-5m-1777032900,Down,0.25962645587042443,9.69140036985874,10.3100004196167,0.0,0.358973593887534,0.0,1,10.3100004196167,0,0,0,0,1,1,PAT+ACC-M
sol-updown-5m-1777041900,Down,52.29119098172084,86.13789865101725,141.09999990463257,0.0,2.67091027189448,0.0,10,141.09999990463257,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777042200,Down,69.41542340516537,70.31439904743284,142.3499994277954,0.0,2.6201769751971944,0.0,10,142.3499994277954,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777042800,Down,2.199060004758239,2.6999999955296516,5.0,0.0,0.10093999971210957,0.0,1,5.0,0,0,0,0,1,1,PAT+ACC-M
sol-updown-5m-1777043100,Down,3.8827950708728647,6.0117895558895995,10.069999694824219,0.0,0.17541506806175466,0.0,1,10.069999694824219,0,0,0,0,1,1,PAT+ACC-M
sol-updown-5m-1777044900,Down,62.778823824443556,67.486698886621,132.7200002670288,0.0,2.4544775559642544,0.0,10,132.7200002670288,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777045500,Down,3.165754935259819,1.750000063329935,5.0,0.0,0.08424500141024584,0.0,1,5.0,0,0,0,0,1,1,PAT+ACC-M
sol-updown-5m-1777047300,Down,44.04107860967045,97.55540146171153,144.02000045776367,0.0,2.4235203863816954,0.0,10,144.02000045776367,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777050900,Down,35.31559671939825,90.98759860461354,128.36000061035156,0.0,2.056805286339776,0.0,10,128.36000061035156,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777054500,Down,10.875925022202129,16.939580681269582,28.290000915527344,0.0,0.4744952120556326,0.0,5,28.290000915527344,0,0,0,0,5,5,PAT+ACC-M
sol-updown-5m-1777068000,Down,5.132039936832189,9.600000064820051,15.0,0.0,0.26795999834775924,0.0,1,15.0,0,0,0,0,1,1,PAT+ACC-M
sol-updown-5m-1777070100,Down,27.394103463326122,22.69420034656227,51.02000045776367,0.0,0.93169664787528,0.0,5,51.02000045776367,0,0,0,0,5,5,PAT+ACC-M
sol-updown-5m-1777074300,Up,0.4770198299694063,9.200000166893005,10.0,0.0,0.32298000313758835,0.0,2,10.0,0,0,0,0,2,2,PAT+ACC-M
sol-updown-5m-1777074600,Down,3.3530004286816544,125.49649856126308,133.4700002670288,0.0,4.620501277084073,0.0,10,133.4700002670288,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777074900,Down,12.394944230293467,142.01399777150155,159.80999946594238,0.0,5.401057464147366,0.0,10,159.80999946594238,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777075200,Down,7.955247080241444,146.54999792575836,160.0,0.0,5.4947549940001945,0.0,10,160.0,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777075800,Down,30.489187791509675,102.62159780275226,137.22999954223633,0.0,4.119213947974392,0.0,10,137.22999954223633,0,0,0,0,10,10,PAT+ACC-M
sol-updown-5m-1777076100,Up,0.583995029335022,4.249999970197678,5.0,0.0,0.1660050004673004,0.0,1,5.0,0,0,0,0,1,1,PAT+ACC-M
