rule,side,asset,tf,fire_offset_s,n,WR,per_trade,sum_pnl
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,5m,60,610,0.5524590163934426,-0.4238994052459114,-258.57863720000597
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,5m,60,779,0.5558408215661104,-0.041721890679279165,-32.50135283915847
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,5m,90,671,0.5469448584202683,-1.8990154047958896,-1274.239336618042
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,5m,90,756,0.5343915343915344,-2.6372698317636543,-1993.7759928133225
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,5m,120,731,0.6333789329685362,0.3170176721741047,231.73991835927052
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,5m,120,749,0.6194926568758344,-0.5818284594005442,-435.78951609100756
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,5m,150,802,0.6533665835411472,-1.6672023806409282,-1337.0963092740244
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,5m,150,812,0.6391625615763546,-2.642362927641668,-2145.598697245034
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,5m,180,828,0.6980676328502415,-0.991700626498552,-821.128118740801
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,5m,180,838,0.6909307875894988,-1.9378853233731002,-1623.947900986658
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,5m,210,864,0.6608796296296297,-2.2645179392943855,-1956.543499550349
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,5m,210,877,0.6670467502850627,-1.7828882285739014,-1563.5929764593116
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,5m,240,837,0.6296296296296297,-3.0216866232051736,-2529.15170362273
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,5m,240,912,0.6348684210526315,-4.8026016941478,-4379.972745062793
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,5m,270,737,0.582089552238806,-6.409285237672372,-4723.643220164538
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,5m,270,747,0.5850066934404283,-6.722090787337602,-5021.401818141188
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,5m,300,195,0.3230769230769231,-14.5713609463791,-2841.4153845439246
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,5m,300,182,0.33516483516483514,-15.54822192378746,-2829.776390129318
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,15m,60,268,0.5223880597014925,-0.4556283216359425,-122.1083901984326
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,15m,60,276,0.44565217391304346,-3.856884781226575,-1064.5001996185347
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,15m,120,255,0.5294117647058824,-1.901889732619763,-484.9818818180396
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,15m,120,258,0.5155038759689923,-2.221326173176515,-573.1021526795408
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,15m,240,249,0.6586345381526104,-0.923975865756636,-230.06999057340238
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,15m,240,262,0.583969465648855,-0.05527146548980933,-14.481123958330045
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,15m,360,268,0.6492537313432836,-1.3369319294892321,-358.29775710311424
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,15m,360,244,0.7172131147540983,1.4833354528684268,361.93385049989615
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,15m,480,273,0.7142857142857143,-1.9264522103454813,-525.9214534243164
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,15m,480,238,0.6512605042016807,-1.9332138262006557,-460.1048906357561
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,15m,600,273,0.6886446886446886,-3.1657329346681684,-864.2450911644099
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,15m,600,254,0.6614173228346457,-1.5733981538524446,-399.6431310785209
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,15m,720,223,0.6457399103139013,4.133244794248166,921.713589117341
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,15m,720,215,0.5627906976744186,-7.035468077034765,-1512.6256365624745
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,15m,840,227,0.4713656387665198,-11.797681587631217,-2678.0737203922863
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,15m,840,207,0.42995169082125606,-11.319347453159079,-2343.104922803929
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,5m,30,584,0.523972602739726,-1.972257126740927,-1151.7981620167013
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,5m,30,644,0.5496894409937888,-1.5085665011940061,-971.51682676894
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,5m,60,654,0.5474006116207951,-1.4964348341868074,-978.6683815581721
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,5m,60,706,0.5538243626062322,-1.5991710801897303,-1129.0147826139496
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,5m,90,619,0.568659127625202,-1.8582549506609067,-1150.2598144591013
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,5m,90,703,0.5675675675675675,-2.4075019288227613,-1692.473855962401
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,5m,120,664,0.6506024096385542,-0.9796826179049649,-650.5092582888967
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,5m,120,726,0.6019283746556474,-2.6701976204433673,-1938.5634724418846
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,5m,150,633,0.6777251184834123,-2.0762272104283337,-1314.2518242011352
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,5m,150,694,0.6498559077809798,-1.345363644094997,-933.6823690019279
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,5m,180,677,0.6838995568685377,-0.959496522049278,-649.5791454273613
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,5m,180,661,0.6717095310136157,-1.605091198643083,-1060.9652823030779
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,5m,210,631,0.6909667194928685,-2.611890972856772,-1648.103203872623
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,5m,210,657,0.649923896499239,-3.4026381083582247,-2235.5332371913537
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,5m,240,604,0.6556291390728477,-4.999102071124737,-3019.457650959341
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,5m,240,589,0.6213921901528013,-4.8848900735404905,-2877.200253315349
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,5m,270,492,0.5508130081300813,-9.43648087657544,-4642.748591275116
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,5m,270,530,0.5245283018867924,-8.934573576281691,-4735.323995429297
DISAGR_mp=0.1_imb=0_hk=N,UP,SOL,5m,300,235,0.16170212765957448,-20.551779320903815,-4829.6681404123965
DISAGR_mp=0.1_imb=0_hk=N,DN,SOL,5m,300,187,0.1925133689839572,-17.760623136263312,-3321.2365264812393
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,15m,60,70,0.6714285714285714,1.4747283684379062,103.23098579065343
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,15m,60,86,0.5813953488372093,-0.5465531270786791,-47.0035689287664
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,15m,120,58,0.6379310344827587,-1.5337512912842726,-88.9575748944878
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,15m,120,82,0.6219512195121951,-0.883405268825467,-72.43923204368829
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,15m,240,99,0.7474747474747475,1.6514407391296753,163.49263317383785
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,15m,240,90,0.7777777777777778,3.175046731909085,285.75420587181765
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,15m,360,91,0.7582417582417582,-0.5359997925598061,-48.77598112294236
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,15m,360,105,0.7333333333333333,-0.7356905900391291,-77.24751195410855
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,15m,480,98,0.7959183673469388,0.04938133644940697,4.839370972041883
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,15m,480,108,0.7407407407407407,-1.0756014301830648,-116.164954459771
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,15m,600,110,0.7636363636363637,-0.8914125966448886,-98.05538563093775
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,15m,600,124,0.8387096774193549,1.1548781448526213,143.20488996172503
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,15m,720,79,0.7341772151898734,-4.58178459144977,-361.96098272453185
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,15m,720,83,0.7590361445783133,-2.8586676290610584,-237.26941321206786
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,15m,840,66,0.5454545454545454,-6.6642094654651745,-439.8378247207015
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,15m,840,60,0.7166666666666667,-4.972983341291755,-298.3790004775053
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,5m,30,189,0.544973544973545,-2.2030079880183733,-416.3685097354725
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,5m,30,207,0.5990338164251208,-0.2577546751366556,-53.35521775328772
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,5m,60,203,0.6995073891625616,1.818917028248744,369.24015673449503
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,5m,60,223,0.6816143497757847,0.2441010906632401,54.434543217902544
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,5m,90,258,0.7364341085271318,-0.5755818877856781,-148.50012704870494
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,5m,90,278,0.7482014388489209,-0.24482740495868088,-68.06201857851329
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,5m,120,277,0.8267148014440433,0.339083698259222,93.9261844178045
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,5m,120,305,0.8065573770491803,0.15993948066104993,48.78154160162023
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,5m,150,324,0.7808641975308642,-1.7648254778302352,-571.8034548169962
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,5m,150,377,0.8063660477453581,-0.7641541244544517,-288.0861049193283
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,5m,180,325,0.8646153846153846,0.43714539491258875,142.07225334659134
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,5m,180,378,0.8465608465608465,0.3794975990253922,143.45009243159825
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,5m,210,329,0.8541033434650456,0.16842968670891453,55.413366927232886
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,5m,210,341,0.8387096774193549,0.1931709193035822,65.87128348252153
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,5m,240,252,0.7619047619047619,-3.3553509151375254,-845.5484306146564
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,5m,240,316,0.8227848101265823,-0.7132590904860239,-225.38987259358353
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,5m,270,179,0.7821229050279329,0.17895665866633323,32.03324190127365
DISAGR_mp=0.1_imb=0_hk=Y,DN,BTC,5m,270,191,0.8429319371727748,1.0213403313027676,195.0760032788286
DISAGR_mp=0.1_imb=0_hk=Y,UP,BTC,5m,300,32,0.625,-5.556272043821329,-177.80070540228252
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,15m,60,54,0.5,-5.046507087138999,-272.511382705506
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,15m,60,97,0.6185567010309279,1.4463461179977153,140.2955734457784
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,15m,120,59,0.6610169491525424,-1.895119544768477,-111.81205314134014
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,15m,120,118,0.652542372881356,-0.674125884059798,-79.54685431905617
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,15m,240,83,0.8192771084337349,1.316634189981113,109.28063776843237
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,15m,240,118,0.788135593220339,4.035262897867276,476.16102194833854
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,15m,360,77,0.8051948051948052,-0.7730805976202524,-59.527206016759436
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,15m,360,130,0.7461538461538462,-1.4656503755170114,-190.5345488172115
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,15m,480,52,0.8461538461538461,0.05140120109787002,2.672862457089241
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,15m,480,107,0.794392523364486,0.0007327864243502583,0.07840814740547764
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,15m,600,57,0.8245614035087719,-0.397216883861219,-22.641362380089483
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,15m,600,132,0.8181818181818182,2.4863898234969937,328.20345670160316
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,15m,720,50,0.7,-1.871886559618689,-93.59432798093445
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,15m,720,93,0.7526881720430108,-3.457466530863053,-321.5443873702639
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,15m,840,51,0.5882352941176471,-9.519711018819628,-485.505261959801
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,15m,840,76,0.6447368421052632,-5.292050362358322,-402.1958275392325
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,5m,30,120,0.6333333333333333,0.3116913586233179,37.40296303479815
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,5m,30,233,0.592274678111588,0.08217232990827367,19.146152868627766
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,5m,60,144,0.6805555555555556,-1.401942982509132,-201.87978948131502
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,5m,60,283,0.6890459363957597,0.38926865920853737,110.16303055601608
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,5m,90,173,0.7572254335260116,-1.3075579497247203,-226.2075253023766
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,5m,90,289,0.7474048442906575,-0.05032452748360428,-14.543788442761638
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,5m,120,195,0.8564102564102564,0.3571899378265824,69.65203787618357
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,5m,120,346,0.791907514450867,0.7097045796264926,245.55778455076643
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,5m,150,246,0.8495934959349594,-1.2876066467545613,-316.75123510162206
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,5m,150,355,0.8225352112676056,-0.8928750062302944,-316.9706272117545
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,5m,180,277,0.8989169675090253,0.4398974352806263,121.85158957273349
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,5m,180,390,0.8615384615384616,0.6634894570379657,258.7608882448066
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,5m,210,266,0.9210526315789473,0.8298912358864423,220.75106874579365
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,5m,210,366,0.819672131147541,-0.8731792289869,-319.5835978092054
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,5m,240,233,0.8841201716738197,-0.522401851880567,-121.7196314881721
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,5m,240,365,0.8493150684931506,-1.0586073631878903,-386.3916875635799
DISAGR_mp=0.1_imb=0_hk=Y,UP,ETH,5m,270,169,0.8402366863905325,-0.7853105089451475,-132.71747601172993
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,5m,270,279,0.8028673835125448,-2.156265452145878,-601.5980611486999
DISAGR_mp=0.1_imb=0_hk=Y,DN,ETH,5m,300,57,0.543859649122807,-9.664141824969864,-550.8560840232823
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,15m,60,74,0.581081081081081,-0.9898614273702451,-73.24974562539813
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,15m,60,52,0.5769230769230769,-2.282091956885281,-118.66878175803463
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,15m,120,86,0.627906976744186,0.1571718795135456,13.516781638164922
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,15m,120,58,0.6724137931034483,-0.17433021561132772,-10.111152505457008
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,15m,240,90,0.7888888888888889,0.9815151751254294,88.33636576128865
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,15m,240,67,0.6417910447761194,-1.7485927632258822,-117.1557151361341
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,15m,360,96,0.7708333333333334,-0.8192563429177486,-78.64860892010387
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,15m,360,61,0.9016393442622951,2.9517604294284903,180.0573861951379
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,15m,480,95,0.8315789473684211,-0.2952389365569723,-28.047698972912368
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,15m,480,55,0.8,0.7355018908821305,40.452603998517176
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,15m,600,96,0.8020833333333334,-0.6840120616299689,-65.66515791647701
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,15m,600,65,0.8153846153846154,-0.7071960595270554,-45.967743869258605
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,15m,720,74,0.7162162162162162,-6.028874090079954,-446.1366826659166
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,15m,840,66,0.5606060606060606,-10.097123349221977,-666.4101410486505
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,15m,840,33,0.696969696969697,-1.7056487651292642,-56.286409249265716
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,5m,30,188,0.5957446808510638,-1.226990311847248,-230.67417862728263
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,5m,30,144,0.5972222222222222,-2.6257358245947358,-378.1059587416419
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,5m,60,239,0.6694560669456067,-1.4221375596711745,-339.8908767614107
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,5m,60,174,0.7011494252873564,-0.9317734001902099,-162.12857163309653
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,5m,90,239,0.7364016736401674,0.9437072104732099,225.54602330309717
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,5m,90,201,0.7313432835820896,-2.2026330972322365,-442.72925254367954
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,5m,120,261,0.7624521072796935,-1.122947323476566,-293.0892514273837
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,5m,120,212,0.8018867924528302,-1.116686433564557,-236.73752391568607
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,5m,150,291,0.8109965635738832,-0.3191358397251739,-92.8685293600256
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,5m,150,209,0.784688995215311,-1.8593382114075232,-388.60168618417237
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,5m,180,282,0.8014184397163121,-1.347248663148856,-379.9241230079774
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,5m,180,198,0.8383838383838383,-0.6220843375814985,-123.17269884113671
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,5m,210,258,0.8410852713178295,-0.7308632762472914,-188.56272527180118
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,5m,210,167,0.9401197604790419,3.374929042461297,563.6131500910366
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,5m,240,214,0.8457943925233645,-0.6396713596872963,-136.8896709730814
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,5m,240,140,0.85,-1.2185403982321994,-170.59565575250792
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,5m,270,162,0.7901234567901234,-3.7789696725040347,-612.1930869456536
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,5m,270,103,0.8058252427184466,-3.223225938844716,-331.99227170100573
DISAGR_mp=0.1_imb=0_hk=Y,UP,SOL,5m,300,45,0.37777777777777777,-14.945094914970282,-672.5292711736627
DISAGR_mp=0.1_imb=0_hk=Y,DN,SOL,5m,300,34,0.4411764705882353,-13.607961531627613,-462.6706920753388
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,15m,60,209,0.47368421052631576,-2.5262951957479296,-527.9956959113173
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,15m,60,217,0.5207373271889401,0.4442428703304766,96.40070286171343
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,15m,120,197,0.5025380710659898,-0.3388665719720551,-66.75671467849486
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,15m,120,233,0.5021459227467812,-1.627099291350108,-379.11413488457515
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,15m,240,209,0.5598086124401914,1.629699387517986,340.60717199125907
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,15m,240,211,0.5592417061611374,0.11028710904539502,23.27058000857835
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,15m,360,252,0.6190476190476191,-1.271241875896755,-320.3529527259823
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,15m,360,259,0.5945945945945946,-2.318533751515417,-600.5002416424929
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,15m,480,284,0.6232394366197183,-0.3314009199595995,-94.11786126852627
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,15m,480,261,0.6436781609195402,-2.200413468201674,-574.3079152006369
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,15m,600,292,0.6917808219178082,-1.7139294991730338,-500.4674137585259
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,15m,600,314,0.7006369426751592,-2.916251788447946,-915.7030615726551
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,15m,720,261,0.6436781609195402,-5.552048528408096,-1449.0846659145132
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,15m,720,285,0.6421052631578947,-5.15786458381286,-1469.9914063866652
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,15m,840,210,0.5047619047619047,-8.07700859443564,-1696.1718048314842
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,15m,840,221,0.5746606334841629,-5.077616140247581,-1122.1531669947153
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,5m,30,537,0.5288640595903166,0.12779789392839916,68.62746903955035
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,5m,30,531,0.5423728813559322,0.9385146108365059,498.3512583541846
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,5m,60,570,0.5298245614035088,-1.2892643195629712,-734.8806621508936
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,5m,60,563,0.5257548845470693,-2.1676903547450492,-1220.4096697214627
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,5m,90,584,0.5821917808219178,-0.2854738682450545,-166.71673905511182
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,5m,90,607,0.5848434925864909,0.06897021406528356,41.86491993762712
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,5m,120,638,0.6253918495297806,-0.8827321714420675,-563.1831253800391
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,5m,120,614,0.6433224755700325,-1.0737563647279798,-659.2864079429796
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,5m,150,681,0.6461086637298091,2.3184334638901354,1578.8531889091823
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,5m,150,683,0.6720351390922401,-0.8618829604206514,-588.6660619673049
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,5m,180,753,0.6879150066401063,0.18680765188393578,140.66616186860364
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,5m,180,712,0.7008426966292135,-1.3679606245726659,-973.9879646957381
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,5m,210,744,0.7244623655913979,-1.4716405638934797,-1094.9005795367489
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,5m,210,731,0.7140902872777017,0.5154135683638262,376.76731847395695
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,5m,240,679,0.6921944035346097,1.5767148227459535,1070.5893646445024
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,5m,240,728,0.6936813186813187,-3.778203570899496,-2750.532199614833
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,5m,270,537,0.6685288640595903,-1.972450724942805,-1059.2060392942863
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,5m,270,556,0.7068345323741008,-3.6952565018180823,-2054.5626150108537
DISAGR_mp=0.1_imb=0.1_hk=N,UP,BTC,5m,300,96,0.5833333333333334,-6.545122534601606,-628.3317633217541
DISAGR_mp=0.1_imb=0.1_hk=N,DN,BTC,5m,300,88,0.6590909090909091,-6.029341012148535,-530.5820090690711
DISAGR_mp=0.1_imb=0.1_hk=N,UP,ETH,15m,60,190,0.45263157894736844,-4.3665754820362315,-829.6493415868839
DISAGR_mp=0.1_imb=0.1_hk=N,DN,ETH,15m,60,238,0.5126050420168067,-1.3451511366018072,-320.14597051123013
DISAGR_mp=0.1_imb=0.1_hk=N,UP,ETH,15m,120,206,0.5242718446601942,-2.2415674099568226,-461.7628864511055
DISAGR_mp=0.1_imb=0.1_hk=N,DN,ETH,15m,120,246,0.524390243902439,-1.981385218138738,-487.4207636621295
DISAGR_mp=0.1_imb=0.1_hk=N,UP,ETH,15m,240,247,0.6072874493927125,-2.1769799056100116,-537.7140366856729
DISAGR_mp=0.1_imb=0.1_hk=N,DN,ETH,15m,240,264,0.6590909090909091,1.4032762875156934,370.4649399041431
DISAGR_mp=0.1_imb=0.1_hk=N,UP,ETH,15m,360,221,0.6470588235294118,-1.3321466656284084,-294.40441310387826
DISAGR_mp=0.1_imb=0.1_hk=N,DN,ETH,15m,360,252,0.6468253968253969,-1.1633506966415659,-293.1643755536746
DISAGR_mp=0.1_imb=0.1_hk=N,UP,ETH,15m,480,238,0.6512605042016807,-4.614833160388719,-1098.330292172515
DISAGR_mp=0.1_imb=0.1_hk=N,DN,ETH,15m,480,240,0.7041666666666667,0.5850314737046385,140.40755368911323
DISAGR_mp=0.1_imb=0.1_hk=N,UP,ETH,15m,600,227,0.6211453744493393,-6.288722721172355,-1427.5400577061246
DISAGR_mp=0.1_imb=0.1_hk=N,DN,ETH,15m,600,248,0.7016129032258065,-1.2897320668686858,-319.85355258343407
DISAGR_mp=0.1_imb=0.1_hk=N,UP,ETH,15m,720,236,0.6440677966101694,8.82202268160029,2081.9973528576684
DISAGR_mp=0.1_imb=0.1_hk=N,DN,ETH,15m,720,238,0.6176470588235294,-5.134365326582422,-1221.9789477266165
DISAGR_mp=0.1_imb=0.1_hk=N,UP,ETH,15m,840,213,0.4835680751173709,-6.718297180735266,-1430.9972994966115
DISAGR_mp=0.1_imb=0.1_hk=N,DN,ETH,15m,840,221,0.5429864253393665,-6.297959339117178,-1391.8490139448963
DISAGR_mp=0.1_imb=0.1_hk=N,UP,ETH,5m,30,502,0.48804780876494025,-1.5922466176521153,-799.3078020613618
DISAGR_mp=0.1_imb=0.1_hk=N,DN,ETH,5m,30,611,0.502454991816694,-1.3304015050497242,-812.8753195853815
DISAGR_mp=0.1_imb=0.1_hk=N,UP,ETH,5m,60,503,0.5646123260437376,0.057847827428843576,29.09745719670832
